D039196835,2143,會計學(二)實習
D024332378,1301,線性代數
D0562700,1968,超大型積體電路設計導論
D0546223,2153,統計學(二)實習
D0753598,2892,生死與哲學
D0561402,2160,管理科學
D0567616,1278,普通物理-電、磁、光實驗
D0955776,2912,電影與性別
D055867191,2172,企業倫理與社會責任
D0632365,1330,數位信號處理導論
D022185891,3767,全民國防教育軍事訓練(二)
D042170259,3813,劇場與影像設計
D061678880,2194,行銷管理
D0705021,1312,物件導向設計實習
D0764902,2954,教育的理論與實踐
D071285634,1348,資訊專題研討(二)
D003378496,2138,管理學
D0791502,2159,統計學(二)實習
D042502975,2174,國際企業管理
D037086978,2877,日本歷史與文化
D067177424,2194,行銷管理
D021139277,2170,國際企業管理
D073000563,2864,人生哲學
D0685862,2998,性別與新飲食文化探索
D019795027,2175,管理資訊系統
D030890992,1293,邏輯設計實習
D047374522,2153,統計學(二)實習
D0612277,3815,Android Apps創意程式設計
D047108639,2903,應用文
D046441300,2139,資訊網路
D014873515,1302,邏輯設計
D013806231,1298,普通物理-電、磁、光實驗
D0526844,2196,財務管理
D0987916,2880,倫理價值與生命哲學
D040722900,2174,國際企業管理
D030564473,2136,經濟學(二)
D0521782,2177,文化創意經營策略
D095939148,2911,電影與性別
D067021482,2175,管理資訊系統
D082593919,1334,計算機結構學
D091665430,1278,普通物理-電、磁、光實驗
D031515177,2138,管理學
D011473435,1973,人工智慧概論與實務
D0681874,1338,計算機演算法
D0526374,3018,旅遊與多元學習
D0761213,2981,美好時光，社群聚場
D0590567,2175,管理資訊系統
D0650962,3020,世界建築欣賞
D005128754,2918,土地關懷之旅
D020265656,2870,詩詞欣賞
D0896880,2866,人造環境欣賞
D016177338,1310,系統分析與設計
D061742635,1304,系統程式
D0934598,2962,投資與理財
D023272064,1276,程式設計(III)
D058980897,2899,當代文學閱讀與寫作
D075602123,3767,全民國防教育軍事訓練(二)
D072487471,1334,計算機結構學
D0924416,3030,氣候變遷對臺灣之衝擊
D0692039,2137,經濟學(二)實習
D0707940,1318,系統程式
D053165183,2144,經濟學(二)
D053598608,3780,全民國防教育軍事訓練(二)
D076125089,2176,人力資源發展
D059645252,2898,現代散文
D059068877,1296,程式設計(III)
D054071711,2925,國防科技與產業發展
D0858350,2171,管理資訊系統
D055673358,2888,台灣民間信仰
D036137121,2877,日本歷史與文化
D0740480,2164,企業電子化
D0729729,2157,組織行為
D020589363,1302,邏輯設計
D035382690,3767,全民國防教育軍事訓練(二)
D000821650,1346,文獻研討(二)
D0746690,2964,服務學習專題
D045162077,1973,人工智慧概論與實務
D030442511,2158,統計學(二)
D0895352,2142,會計學(二)
D045003653,2979,觀光美儀與國際禮儀
D023360655,2936,化粧品科學與生活時尚
D0768850,3028,智慧城市與行動應用
D0683565,3780,全民國防教育軍事訓練(二)
D008140272,2969,心理劇與自我成長
D025380491,1351,研究報告寫作
D0936198,2935,醫學與人生
D0758507,1293,邏輯設計實習
D0773112,2984,智慧定位-衛星導航
D080286707,1296,程式設計(III)
D008120250,2170,國際企業管理
D098629992,1304,系統程式
D0839428,2153,統計學(二)實習
D0967066,3034,智慧財產之保護與實務
D0624196,2142,會計學(二)
D0586927,2928,奈米科技與生活
D003122303,2906,批判思考
D0771053,1337,計算機結構學
D093436618,2925,國防科技與產業發展
D0575851,2172,企業倫理與社會責任
D042492504,2162,休閒事業管理
