D012129539,1301,線性代數
D014309236,1350,型樣識別
D028393238,1305,資料庫系統
D054951136,1302,邏輯設計
D0998158,1320,機率論
D0575620,1297,程式設計(IV)
D030610378,1316,資料庫系統
D039198907,2167,應用程式設計
D019460628,2175,管理資訊系統
D0500428,1306,機率論
D029163670,2134,會計學(二)
D065239063,1299,微積分(二)實習
D039954794,2947,戀愛心理學
D0639188,3006,性別差異與性別平等
D0721350,2132,班級活動
D000330046,1341,計算機演算法
D0779096,2903,應用文
D031419536,1290,微積分(二)
D096045732,2949,智慧財產之保護與實務
D040387178,2868,中國文物欣賞
D0865290,2938,材料與生活
D087619638,2901,應用文
D0729729,2160,管理科學
D022108456,2170,國際企業管理
D013585686,1329,電子商務安全
D072170694,1298,普通物理-電、磁、光實驗
D0705501,1328,組合數學
D0705021,1315,系統程式
D059240518,1356,資料探勘
D069298769,2942,音樂、語言與大腦
D0872962,1331,計算機結構學
D0903961,3892,打造自我品牌─職能加值課程
D0929766,1297,程式設計(IV)
D0787367,2157,組織行為
D072455036,2171,管理資訊系統
D0826963,1353,雲端計算
D034289440,2156,商事法
D079183536,2163,行銷管理個案研究
D0656535,2933,環境與公害
D0570662,3767,全民國防教育軍事訓練(二)
D0912698,3009,基礎影音製作
D090584275,1334,計算機結構學
D068497958,2981,美好時光，社群聚場
D0569851,2135,會計學(二)實習
D092400610,1337,計算機結構學
D084581907,1302,邏輯設計
D053293572,1322,物件導向設計
D028004837,1292,邏輯設計
D079251488,2143,會計學(二)實習
D052462580,2912,電影與性別
D0665285,1327,物件導向設計實習
D0839746,1356,資料探勘
D039560001,2959,生涯規劃
D0907436,2151,組織行為
D0998690,1322,物件導向設計
D0759190,2868,中國文物欣賞
D067010288,1331,計算機結構學
D026652023,2991,創業創意營運管理
D053604699,2172,企業倫理與社會責任
D090104275,2998,性別與新飲食文化探索
D001120288,1307,系統程式
D0598608,3024,全球暖化與綠色環境設計
D055831215,1331,計算機結構學
D0503560,1353,雲端計算
D089405369,3809,前瞻時尚與潮流
D0763944,1367,資訊專題研討(八)
D002030470,2188,投資管理實務(二)
D094861822,2132,班級活動
D0679890,2902,應用文
D070209310,1970,地理資訊於APPS之應用
D055461597,1319,資料庫系統
D081403301,3012,衣藝美學與科技時尚
D059080312,1309,機率論
D068710972,2192,綠色企業與創業
D0858089,2190,流通管理
D086695893,1280,微積分(二)
D028621041,3779,全民國防教育軍事訓練(二)
D0622137,1297,程式設計(IV)
D009021006,2899,當代文學閱讀與寫作
D022858115,2873,希臘羅馬神話故事與西洋藝術
D0850178,1348,資訊專題研討(二)
D028431824,1346,文獻研討(二)
D062146029,2138,管理學
D0767640,1301,線性代數
D0988831,2908,旅遊與多元學習
D021640094,3779,全民國防教育軍事訓練(二)
D0571492,1296,程式設計(III)
D067564088,1290,微積分(二)
D0880045,1302,邏輯設計
D0629725,2185,產業與競爭分析
D074132171,2192,綠色企業與創業
D0894069,3779,全民國防教育軍事訓練(二)
D032147759,2170,國際企業管理
D082212148,1321,系統分析與設計
D083042171,1323,物件導向設計實習
D0936598,1330,數位信號處理導論
D0733061,3028,智慧城市與行動應用
D043275021,1331,計算機結構學
D028536307,1316,資料庫系統
D038498671,1331,計算機結構學
