D0845877,1309,機率論
D011422808,2157,組織行為
D002278377,2868,中國文物欣賞
D0916668,2902,應用文
D016729407,1278,普通物理-電、磁、光實驗
D0737942,2156,商事法
D0779497,1283,邏輯設計實習
D080109037,1303,邏輯設計實習
D018162714,1337,計算機結構學
D0754827,1284,班級活動
D039718839,3818,iOS APP程式設計
D0910241,2952,心理學整合與發展
D053259578,1280,微積分(二)
D071579696,2972,行政領導與人脈經營
D0775162,3817,iOS APP程式設計
D0919549,2139,資訊網路
D092752498,2145,經濟學(二)實習
D0911384,2159,統計學(二)實習
D0944423,1330,數位信號處理導論
D027024249,1320,機率論
D075824532,1291,線性代數
D080289807,2134,會計學(二)
D082407803,2862,人生哲學
D0756010,1303,邏輯設計實習
D066255079,2972,行政領導與人脈經營
D024733618,2156,商事法
D080487470,3809,前瞻時尚與潮流
D0694735,1289,微積分(二)實習
D073504283,2190,流通管理
D0710832,2157,組織行為
D017872652,2147,資訊網路
D031039086,2903,應用文
D005407668,2916,台灣民俗文化
D056670110,1308,資料庫系統
D0949461,1289,微積分(二)實習
D078073791,2988,劇場實務（二）
D0654721,2926,創新綠色科技
D072514290,2162,休閒事業管理
D0841279,2157,組織行為
D0865613,1332,計算機演算法
D0647416,1320,機率論
D020562823,1281,線性代數
D047114340,1968,超大型積體電路設計導論
D0700986,2135,會計學(二)實習
D0512289,1301,線性代數
D0614180,2911,電影與性別
D0918218,1299,微積分(二)實習
D074591176,1292,邏輯設計
D099672379,3779,全民國防教育軍事訓練(二)
D0569443,3767,全民國防教育軍事訓練(二)
D0972155,1367,資訊專題研討(八)
D062358521,2984,智慧定位-衛星導航
D0614813,1284,班級活動
D0987359,2137,經濟學(二)實習
D0745739,3041,現代韓國社會和文化
D0764139,2190,流通管理
D039242426,2947,戀愛心理學
D061353206,2170,國際企業管理
D072757451,2929,殺蟲劑與生活
D077715333,1346,文獻研討(二)
D0815727,1360,敏捷開發
D0701226,1338,計算機演算法
D066172079,3009,基礎影音製作
D0517914,1347,文獻研討(二)
D0791728,2962,投資與理財
D0653095,2976,初階智慧型創新
D073289289,2983,智慧綠台灣
D043597604,2194,行銷管理
D0949294,2867,中國文物欣賞
D064393810,2189,科技應用與金融服務
D089534717,2150,商事法
D099015992,2969,心理劇與自我成長
D032444018,1301,線性代數
D023600300,2943,模擬亞太經合會
D0611136,1307,系統程式
D059185635,1354,無線隨意與感測網路技術與應用
D037499013,2865,人生哲學
D064215877,1313,資訊與網路安全
D050860364,2881,文學與生活
D071743981,3006,性別差異與性別平等
D062126410,1296,程式設計(III)
D013390426,2888,台灣民間信仰
D014425226,1303,邏輯設計實習
D0832649,1340,計算機結構學
D0798839,3767,全民國防教育軍事訓練(二)
D0970295,2136,經濟學(二)
D036385010,2132,班級活動
D024636469,2934,醫學與人生
D0964899,2918,土地關懷之旅
D015017055,1305,資料庫系統
D034402849,1298,普通物理-電、磁、光實驗
D0586253,1304,系統程式
D022124302,2139,資訊網路
D085866232,3779,全民國防教育軍事訓練(二)
D046562395,2908,旅遊與多元學習	
D0974362,1286,程式設計(III)
D0951363,2937,性別與心理衛生
D078116900,2174,國際企業管理
D0519302,3016,應用文
D071044057,2981,美好時光，社群聚場
